ImageName,Count
3 1 C2 47,67.0
3 1 C2 48,43.0
3 1 C2 49,37.0
3 1 C2 50,1.0
3 1 C2 51,62.0
3 1 C2 52,73.0
3 1 C2 53,40.0
3 1 C2 54,47.0
3 1 C2 55,94.0
3 1 C2 56,69.0
3 1 C2 57,80.0
3 1 C2 58,63.0
3 1 C2 59,55.0
3 1 C2 60,90.0
3 2 C3 1,2.0
3 2 C3 2,46.0
3 2 C3 3,81.0
3 2 C3 4,89.0
3 2 C3 5,69.0
3 2 C3 6,41.0
3 2 C3 7,73.0
3 2 C3 8,59.0
3 2 C3 9,39.0
3 2 C3 10,52.0
3 2 C3 11,52.0
3 2 C3 12,1.0
3 2 C3 13,74.0
3 2 C3 14,24.0
3 2 C3 15,50.0
3 2 C3 16,1.0
3 2 C3 17,54.0
3 2 C3 18,43.0
3 2 C3 19,67.0
3 2 C3 20,72.0
3 2 C3 21,42.0
3 2 C3 22,49.0
3 2 C3 23,60.0
3 2 C3 24,1.0
3 2 C3 25,56.0
3 2 C3 26,nan
3 2 C3 27,76.0
3 2 C3 28,57.0
3 2 C3 29,47.0
3 2 C3 30,42.0
3 2 C3 31,nan
3 2 C3 32,48.0
3 2 C3 33,64.0
3 2 C3 34,8.0
3 2 C3 35,63.0
3 2 C3 36,79.0
3 2 C3 37,59.0
3 2 C3 38,79.0
3 2 C3 39,46.0
3 2 C3 40,68.0
3 2 C3 41,52.0
3 2 C3 42,87.0
3 2 C3 43,71.0
3 2 C3 44,77.0
3 2 C3 45,51.0
3 2 C3 46,20.0
3 2 C3 47,34.0
3 2 C3 48,35.0
3 2 C3 49,26.0
3 2 C3 50,57.0
3 2 C3 51,74.0
3 2 C3 52,67.0
3 2 C3 53,36.0
3 2 C3 54,49.0
3 2 C3 55,44.0
3 2 C3 56,57.0
3 2 C3 57,37.0
3 2 C3 58,53.0
3 2 C3 59,0.0
3 2 C3 60,47.0
3 3 C4 1,83.0
3 3 C4 2,72.0
3 3 C4 3,63.0
3 3 C4 4,86.0
3 3 C4 5,0.0
3 3 C4 6,57.0
3 3 C4 7,109.0
3 3 C4 8,95.0
3 3 C4 9,41.0
3 3 C4 10,26.0
3 3 C4 11,37.0
3 3 C4 12,59.0
3 3 C4 13,34.0
3 3 C4 14,49.0
3 3 C4 15,82.0
3 3 C4 16,92.0
3 3 C4 17,78.0
3 3 C4 18,73.0
3 3 C4 19,59.0
3 3 C4 20,96.0
3 3 C4 21,33.0
3 3 C4 22,80.0
3 3 C4 23,86.0
3 3 C4 24,17.0
3 3 C4 25,70.0
3 3 C4 26,nan
3 3 C4 27,53.0
3 3 C4 28,61.0
3 3 C4 29,17.0
3 3 C4 30,83.0
3 3 C4 31,72.0
3 3 C4 32,0.0
3 3 C4 33,77.0
3 3 C4 34,65.0
3 3 C4 35,66.0
3 3 C4 36,59.0
3 3 C4 37,53.0
3 3 C4 38,52.0
3 3 C4 39,74.0
3 3 C4 40,87.0
3 3 C4 41,76.0
3 3 C4 42,75.0
3 3 C4 43,60.0
3 3 C4 44,75.0
3 3 C4 45,47.0
3 3 C4 46,46.0
3 3 C4 47,0.0
3 3 C4 48,74.0
3 3 C4 49,59.0
3 3 C4 50,nan
3 3 C4 51,49.0
3 3 C4 52,105.0
3 3 C4 53,80.0
3 3 C4 54,0.0
3 3 C4 55,82.0
3 3 C4 56,20.0
3 3 C4 57,15.0
3 3 C4 58,79.0
3 3 C4 59,nan
3 3 C4 60,66.0
3 4 C5 1,41.0
3 4 C5 2,32.0
3 4 C5 3,46.0
3 4 C5 4,59.0
3 4 C5 5,75.0
3 4 C5 6,14.0
3 4 C5 7,48.0
3 4 C5 8,76.0
3 4 C5 9,75.0
3 4 C5 10,41.0
3 4 C5 11,31.0
3 4 C5 12,0.0
3 4 C5 13,66.0
3 4 C5 14,46.0
3 4 C5 15,0.0
3 4 C5 16,44.0
3 4 C5 17,50.0
3 4 C5 18,78.0
3 4 C5 19,80.0
3 4 C5 20,49.0
3 4 C5 21,53.0
3 4 C5 22,75.0
3 4 C5 23,51.0
3 4 C5 24,70.0
3 4 C5 25,64.0
3 4 C5 26,49.0
3 4 C5 27,30.0
3 4 C5 28,90.0
3 4 C5 29,39.0
3 4 C5 30,45.0
3 4 C5 31,60.0
3 4 C5 32,57.0
3 4 C5 33,61.0
3 4 C5 34,41.0
3 4 C5 35,65.0
3 4 C5 36,48.0
3 4 C5 37,53.0
3 4 C5 38,nan
3 4 C5 39,48.0
3 4 C5 40,56.0
3 4 C5 41,54.0
3 4 C5 42,41.0
3 4 C5 43,60.0
3 4 C5 44,35.0
3 4 C5 45,69.0
3 4 C5 46,43.0
3 4 C5 47,0.0
3 4 C5 48,66.0
3 4 C5 49,50.0
3 4 C5 50,nan
3 4 C5 51,58.0
3 4 C5 52,55.0
3 4 C5 53,43.0
3 4 C5 54,24.0
3 4 C5 55,2.0
3 4 C5 56,54.0
3 4 C5 57,nan
3 4 C5 58,37.0
3 4 C5 59,2.0
3 4 C5 60,52.0
2 28 D1 1,nan
2 28 D1 2,nan
2 28 D1 3,53.0
2 28 D1 4,88.0
2 28 D1 5,55.0
2 28 D1 6,64.0
2 28 D1 7,24.0
2 28 D1 8,83.0
2 28 D1 9,25.0
2 28 D1 10,87.0
2 28 D1 11,87.0
2 28 D1 12,0.0
2 28 D1 13,78.0
2 28 D1 14,nan
2 28 D1 15,57.0
2 28 D1 16,73.0
2 28 D1 17,82.0
2 28 D1 18,47.0
2 28 D1 19,83.0
2 28 D1 20,54.0
2 28 D1 21,46.0
2 28 D1 22,nan
2 28 D1 23,47.0
2 28 D1 24,65.0
2 28 D1 25,81.0
2 28 D1 26,71.0
2 28 D1 27,69.0
2 28 D1 28,77.0
2 28 D1 29,75.0
2 28 D1 30,63.0
2 28 D1 31,45.0
2 28 D1 32,77.0
2 28 D1 33,0.0
2 28 D1 34,88.0
2 28 D1 35,62.0
2 28 D1 36,nan
2 28 D1 37,51.0
2 28 D1 38,83.0
2 28 D1 39,55.0
2 28 D1 40,nan
2 28 D1 41,69.0
2 28 D1 42,27.0
2 28 D1 43,75.0
2 28 D1 44,37.0
2 28 D1 45,nan
2 28 D1 46,65.0
2 28 D1 47,88.0
2 28 D1 48,nan
2 28 D1 49,67.0
2 28 D1 50,82.0
2 28 D1 51,nan
2 28 D1 52,nan
2 28 D1 53,65.0
2 28 D1 54,75.0
2 28 D1 55,64.0
2 28 D1 56,39.0
2 28 D1 57,0.0
2 28 D1 58,62.0
2 28 D1 59,25.0
2 28 D1 60,53.0
3 1 D2 1,77.0
3 1 D2 2,88.0
3 1 D2 3,nan
3 1 D2 4,62.0
3 1 D2 5,72.0
3 1 D2 6,58.0
3 1 D2 7,72.0
3 1 D2 8,58.0
3 1 D2 9,39.0
3 1 D2 10,nan
3 1 D2 11,80.0
3 1 D2 12,59.0
3 1 D2 13,49.0
3 1 D2 14,nan
3 1 D2 15,20.0
3 1 D2 16,nan
3 1 D2 17,94.0
3 1 D2 18,67.0
3 1 D2 19,71.0
3 1 D2 20,nan
3 1 D2 21,59.0
3 1 D2 22,71.0
3 1 D2 23,66.0
3 1 D2 24,73.0
3 1 D2 25,42.0
3 1 D2 26,48.0
3 1 D2 27,47.0
3 1 D2 28,78.0
3 1 D2 29,54.0
3 1 D2 30,57.0
3 1 D2 31,33.0
3 1 D2 32,5.0
3 1 D2 33,65.0
3 1 D2 34,47.0
3 1 D2 35,70.0
3 1 D2 36,63.0
3 1 D2 37,66.0
3 1 D2 38,52.0
3 1 D2 39,85.0
3 1 D2 40,71.0
3 1 D2 41,58.0
3 1 D2 42,84.0
3 1 D2 43,71.0
3 1 D2 44,58.0
3 1 D2 45,31.0
3 1 D2 46,54.0
3 1 D2 47,25.0
3 1 D2 48,92.0
3 1 D2 49,77.0
3 1 D2 50,43.0
3 1 D2 51,87.0
3 1 D2 52,68.0
3 1 D2 53,51.0
3 1 D2 54,57.0
3 1 D2 55,65.0
3 1 D2 56,21.0
3 1 D2 57,34.0
3 1 D2 58,2.0
3 1 D2 59,69.0
3 1 D2 60,93.0
3 2 D3 1,71.0
3 2 D3 2,82.0
3 2 D3 3,62.0
3 2 D3 4,78.0
3 2 D3 5,65.0
3 2 D3 6,96.0
3 2 D3 7,90.0
3 2 D3 8,nan
3 2 D3 9,34.0
3 2 D3 10,43.0
3 2 D3 11,nan
3 2 D3 12,44.0
3 2 D3 13,60.0
3 2 D3 14,79.0
3 2 D3 15,nan
3 2 D3 16,61.0
3 2 D3 17,77.0
3 2 D3 18,18.0
3 2 D3 19,25.0
3 2 D3 20,59.0
3 2 D3 21,66.0
3 2 D3 22,40.0
3 2 D3 23,56.0
3 2 D3 24,34.0
3 2 D3 25,68.0
3 2 D3 26,59.0
3 2 D3 27,59.0
3 2 D3 28,41.0
3 2 D3 29,49.0
3 2 D3 30,51.0
3 2 D3 31,72.0
3 2 D3 32,58.0
3 2 D3 33,71.0
3 2 D3 34,45.0
3 2 D3 35,82.0
3 2 D3 36,63.0
3 2 D3 37,37.0
3 2 D3 38,41.0
3 2 D3 39,55.0
3 2 D3 40,67.0
3 2 D3 41,71.0
3 2 D3 42,52.0
3 2 D3 43,22.0
3 2 D3 44,55.0
3 2 D3 45,59.0
3 2 D3 46,74.0
3 2 D3 47,55.0
3 2 D3 48,57.0
3 2 D3 49,2.0
3 2 D3 50,39.0
3 2 D3 51,91.0
3 2 D3 52,57.0
3 2 D3 53,63.0
3 2 D3 54,1.0
3 2 D3 55,56.0
3 2 D3 56,68.0
3 2 D3 57,0.0
3 2 D3 58,62.0
3 2 D3 59,47.0
3 2 D3 60,nan
3 3 D4 1,3.0
3 3 D4 2,46.0
3 3 D4 3,78.0
3 3 D4 4,56.0
3 3 D4 5,78.0
3 3 D4 6,51.0
3 3 D4 7,83.0
3 3 D4 8,62.0
3 3 D4 9,45.0
3 3 D4 10,96.0
3 3 D4 11,83.0
3 3 D4 12,55.0
3 3 D4 13,55.0
3 3 D4 14,76.0
3 3 D4 15,36.0
3 3 D4 16,71.0
3 3 D4 17,67.0
3 3 D4 18,0.0
3 3 D4 19,70.0
3 3 D4 20,70.0
3 3 D4 21,82.0
3 3 D4 22,55.0
3 3 D4 23,87.0
3 3 D4 24,91.0
3 3 D4 25,64.0
3 3 D4 26,67.0
3 3 D4 27,26.0
3 3 D4 28,81.0
3 3 D4 29,55.0
3 3 D4 30,nan
3 3 D4 31,21.0
3 3 D4 32,65.0
3 3 D4 33,76.0
3 3 D4 34,35.0
3 3 D4 35,44.0
3 3 D4 36,33.0
3 3 D4 37,16.0
3 3 D4 38,75.0
3 3 D4 39,41.0
3 3 D4 40,76.0
3 3 D4 41,47.0
3 3 D4 42,51.0
3 3 D4 43,57.0
3 3 D4 44,46.0
3 3 D4 45,74.0
3 3 D4 46,70.0
3 3 D4 47,93.0
3 3 D4 48,15.0
3 3 D4 49,43.0
3 3 D4 50,47.0
3 3 D4 51,65.0
3 3 D4 52,nan
3 3 D4 53,0.0
3 3 D4 54,56.0
3 3 D4 55,50.0
3 3 D4 56,48.0
3 3 D4 57,61.0
3 3 D4 58,0.0
3 3 D4 59,55.0
3 3 D4 60,64.0
3 4 D5 1,45.0
3 4 D5 2,74.0
3 4 D5 3,nan
3 4 D5 4,74.0
3 4 D5 5,52.0
3 4 D5 6,87.0
3 4 D5 7,52.0
3 4 D5 8,75.0
3 4 D5 9,66.0
3 4 D5 10,44.0
3 4 D5 11,29.0
3 4 D5 12,6.0
3 4 D5 13,38.0
3 4 D5 14,46.0
3 4 D5 15,40.0
3 4 D5 16,37.0
3 4 D5 17,54.0
3 4 D5 18,0.0
3 4 D5 19,35.0
3 4 D5 20,11.0
3 4 D5 21,52.0
3 4 D5 22,63.0
3 4 D5 23,64.0
3 4 D5 24,45.0
3 4 D5 25,nan
3 4 D5 26,40.0
3 4 D5 27,80.0
3 4 D5 28,60.0
3 4 D5 29,8.0
3 4 D5 30,49.0
3 4 D5 31,58.0
3 4 D5 32,0.0
3 4 D5 33,69.0
3 4 D5 34,46.0
3 4 D5 35,47.0
3 4 D5 36,0.0
3 4 D5 37,57.0
3 4 D5 38,63.0
3 4 D5 39,45.0
3 4 D5 40,38.0
3 4 D5 41,41.0
3 4 D5 42,64.0
3 4 D5 43,51.0
3 4 D5 44,49.0
3 4 D5 45,34.0
3 4 D5 46,48.0
3 4 D5 47,43.0
3 4 D5 48,71.0
3 4 D5 49,51.0
3 4 D5 50,49.0
3 4 D5 51,47.0
3 4 D5 52,66.0
3 4 D5 53,9.0
3 4 D5 54,42.0
3 4 D5 55,51.0
3 4 D5 56,31.0
3 4 D5 57,57.0
3 4 D5 58,48.0
3 4 D5 59,77.0
3 4 D5 60,44.0
3 1 C1 1,51.0
3 1 C1 2,56.0
3 1 C1 3,66.0
3 1 C1 4,53.0
3 1 C1 5,64.0
3 1 C1 6,64.0
3 1 C1 7,69.0
3 1 C1 8,59.0
3 1 C1 9,56.0
3 1 C1 10,65.0
3 1 C1 11,54.0
3 1 C1 12,57.0
3 1 C1 13,82.0
3 1 C1 14,47.0
3 1 C1 15,53.0
3 1 C1 16,65.0
3 1 C1 17,93.0
3 1 C1 18,68.0
3 1 C1 19,84.0
3 1 C1 20,43.0
3 1 C1 21,15.0
3 1 C1 22,83.0
3 1 C1 23,48.0
3 1 C1 24,44.0
3 1 C1 25,56.0
3 1 C1 26,74.0
3 1 C1 27,48.0
3 1 C1 28,83.0
3 1 C1 29,37.0
3 1 C1 30,69.0
3 1 C1 31,66.0
3 1 C1 32,70.0
3 1 C1 33,57.0
3 1 C1 34,60.0
3 1 C1 35,43.0
3 1 C1 36,71.0
3 1 C1 37,49.0
3 1 C1 38,91.0
3 1 C1 39,57.0
3 1 C1 40,80.0
3 1 C1 41,70.0
3 1 C1 42,40.0
3 1 C1 43,71.0
3 1 C1 44,63.0
3 1 C1 45,nan
3 1 C1 46,69.0
3 1 C1 47,67.0
3 1 C1 48,74.0
3 1 C1 49,59.0
3 1 C1 50,46.0
3 1 C1 51,nan
3 1 C1 52,75.0
3 1 C1 53,55.0
3 1 C1 54,60.0
3 1 C1 55,55.0
3 1 C1 56,68.0
3 1 C1 57,22.0
3 1 C1 58,36.0
3 1 C1 59,117.0
3 1 C1 60,44.0
3 2 C2 1,37.0
3 2 C2 2,80.0
3 2 C2 3,63.0
3 2 C2 4,43.0
3 2 C2 5,48.0
3 2 C2 6,44.0
3 2 C2 7,31.0
3 2 C2 8,67.0
3 2 C2 9,56.0
3 2 C2 10,19.0
3 2 C2 11,2.0
3 2 C2 12,72.0
3 2 C2 13,90.0
3 2 C2 14,4.0
3 2 C2 15,42.0
3 2 C2 16,41.0
3 2 C2 17,34.0
3 2 C2 18,64.0
3 2 C2 19,83.0
3 2 C2 20,0.0
3 2 C2 21,54.0
3 2 C2 22,53.0
3 2 C2 23,39.0
3 2 C2 24,87.0
3 2 C2 25,64.0
3 2 C2 26,34.0
3 2 C2 27,1.0
3 2 C2 28,81.0
3 2 C2 29,58.0
3 2 C2 30,52.0
3 2 C2 31,46.0
3 2 C2 32,70.0
3 2 C2 33,53.0
3 2 C2 34,79.0
3 2 C2 35,94.0
3 2 C2 36,41.0
3 2 C2 37,1.0
3 2 C2 38,26.0
3 2 C2 39,58.0
3 2 C2 40,99.0
3 2 C2 41,45.0
3 2 C2 42,52.0
3 2 C2 43,61.0
3 2 C2 44,67.0
3 2 C2 45,21.0
3 2 C2 46,58.0
3 2 C2 47,45.0
3 2 C2 48,25.0
3 2 C2 49,37.0
3 2 C2 50,nan
3 2 C2 51,55.0
3 2 C2 52,72.0
3 2 C2 53,34.0
3 2 C2 54,33.0
3 2 C2 55,32.0
3 2 C2 56,52.0
3 2 C2 57,79.0
3 2 C2 58,57.0
3 2 C2 59,66.0
3 2 C2 60,20.0
3 3 C3 1,1.0
3 3 C3 2,45.0
3 3 C3 3,56.0
3 3 C3 4,55.0
3 3 C3 5,79.0
3 3 C3 6,24.0
3 3 C3 7,52.0
3 3 C3 8,66.0
3 3 C3 9,47.0
3 3 C3 10,43.0
3 3 C3 11,73.0
3 3 C3 12,nan
3 3 C3 13,66.0
3 3 C3 14,22.0
3 3 C3 15,50.0
3 3 C3 16,0.0
3 3 C3 17,63.0
3 3 C3 18,39.0
3 3 C3 19,78.0
3 3 C3 20,68.0
3 3 C3 21,51.0
3 3 C3 22,54.0
3 3 C3 23,57.0
3 3 C3 24,0.0
3 3 C3 25,62.0
3 3 C3 26,nan
3 3 C3 27,63.0
3 3 C3 28,77.0
3 3 C3 29,42.0
3 3 C3 30,35.0
3 3 C3 31,nan
3 3 C3 32,65.0
3 3 C3 33,59.0
3 3 C3 34,1.0
3 3 C3 35,52.0
3 3 C3 36,77.0
3 3 C3 37,73.0
3 3 C3 38,68.0
3 3 C3 39,64.0
3 3 C3 40,0.0
3 3 C3 41,41.0
3 3 C3 42,82.0
3 3 C3 43,67.0
3 3 C3 44,68.0
3 3 C3 45,63.0
3 3 C3 46,50.0
3 3 C3 47,42.0
3 3 C3 48,33.0
3 3 C3 49,64.0
3 3 C3 50,22.0
3 3 C3 51,53.0
3 3 C3 52,80.0
3 3 C3 53,27.0
3 3 C3 54,45.0
3 3 C3 55,74.0
3 3 C3 56,36.0
3 3 C3 57,44.0
3 3 C3 58,45.0
3 3 C3 59,0.0
3 3 C3 60,31.0
3 4 C4 1,69.0
3 4 C4 2,60.0
3 4 C4 3,15.0
3 4 C4 4,51.0
3 4 C4 5,1.0
3 4 C4 6,38.0
3 4 C4 7,81.0
3 4 C4 8,63.0
3 4 C4 9,35.0
3 4 C4 10,53.0
3 4 C4 11,17.0
3 4 C4 12,36.0
3 4 C4 13,48.0
3 4 C4 14,53.0
3 4 C4 15,60.0
3 4 C4 16,51.0
3 4 C4 17,79.0
3 4 C4 18,66.0
3 4 C4 19,63.0
3 4 C4 20,88.0
3 4 C4 21,24.0
3 4 C4 22,59.0
3 4 C4 23,75.0
3 4 C4 24,1.0
3 4 C4 25,54.0
3 4 C4 26,nan
3 4 C4 27,31.0
3 4 C4 28,32.0
3 4 C4 29,26.0
3 4 C4 30,71.0
3 4 C4 31,69.0
3 4 C4 32,0.0
3 4 C4 33,69.0
3 4 C4 34,39.0
3 4 C4 35,73.0
3 4 C4 36,24.0
3 4 C4 37,69.0
3 4 C4 38,53.0
3 4 C4 39,41.0
3 4 C4 40,85.0
3 4 C4 41,41.0
3 4 C4 42,72.0
3 4 C4 43,49.0
3 4 C4 44,69.0
3 4 C4 45,48.0
3 4 C4 46,45.0
3 4 C4 47,0.0
3 4 C4 48,55.0
3 4 C4 49,66.0
3 4 C4 50,nan
3 4 C4 51,19.0
3 4 C4 52,86.0
3 4 C4 53,32.0
3 4 C4 54,0.0
3 4 C4 55,69.0
3 4 C4 56,48.0
3 4 C4 57,25.0
3 4 C4 58,38.0
3 4 C4 59,nan
3 4 C4 60,60.0
3 5 C5 1,54.0
3 5 C5 2,25.0
3 5 C5 3,33.0
3 5 C5 4,36.0
3 5 C5 5,72.0
3 5 C5 6,12.0
3 5 C5 7,50.0
3 5 C5 8,38.0
3 5 C5 9,77.0
3 5 C5 10,29.0
3 5 C5 11,37.0
3 5 C5 12,3.0
3 5 C5 13,42.0
3 5 C5 14,56.0
3 5 C5 15,0.0
3 5 C5 16,55.0
3 5 C5 17,27.0
3 5 C5 18,100.0
3 5 C5 19,62.0
3 5 C5 20,42.0
3 5 C5 21,36.0
3 5 C5 22,77.0
3 5 C5 23,56.0
3 5 C5 24,71.0
3 5 C5 25,35.0
3 5 C5 26,41.0
3 5 C5 27,41.0
3 5 C5 28,26.0
3 5 C5 29,31.0
3 5 C5 30,0.0
3 5 C5 31,66.0
3 5 C5 32,51.0
3 5 C5 33,28.0
3 5 C5 34,40.0
3 5 C5 35,60.0
3 5 C5 36,49.0
3 5 C5 37,42.0
3 5 C5 38,nan
3 5 C5 39,35.0
3 5 C5 40,48.0
3 5 C5 41,52.0
3 5 C5 42,60.0
3 5 C5 43,30.0
3 5 C5 44,19.0
3 5 C5 45,54.0
3 5 C5 46,43.0
3 5 C5 47,nan
3 5 C5 48,75.0
3 5 C5 49,43.0
3 5 C5 50,nan
3 5 C5 51,78.0
3 5 C5 52,58.0
3 5 C5 53,43.0
3 5 C5 54,38.0
3 5 C5 55,0.0
3 5 C5 56,48.0
3 5 C5 57,nan
3 5 C5 58,47.0
3 5 C5 59,0.0
3 5 C5 60,60.0
3 1 D1 1,nan
3 1 D1 2,nan
3 1 D1 3,43.0
3 1 D1 4,89.0
3 1 D1 5,50.0
3 1 D1 6,37.0
3 1 D1 7,15.0
3 1 D1 8,53.0
3 1 D1 9,38.0
3 1 D1 10,1.0
3 1 D1 11,82.0
3 1 D1 12,76.0
3 1 D1 13,61.0
3 1 D1 14,nan
3 1 D1 15,50.0
3 1 D1 16,66.0
3 1 D1 17,52.0
3 1 D1 18,54.0
3 1 D1 19,77.0
3 1 D1 20,57.0
3 1 D1 21,35.0
3 1 D1 22,nan
3 1 D1 23,71.0
3 1 D1 24,55.0
3 1 D1 25,42.0
3 1 D1 26,56.0
3 1 D1 27,65.0
3 1 D1 28,42.0
3 1 D1 29,49.0
3 1 D1 30,51.0
3 1 D1 31,43.0
3 1 D1 32,60.0
3 1 D1 33,nan
3 1 D1 34,89.0
3 1 D1 35,39.0
3 1 D1 36,nan
3 1 D1 37,56.0
3 1 D1 38,90.0
3 1 D1 39,60.0
3 1 D1 40,nan
3 1 D1 41,81.0
3 1 D1 42,32.0
3 1 D1 43,84.0
3 1 D1 44,41.0
3 1 D1 45,nan
3 1 D1 46,69.0
3 1 D1 47,77.0
3 1 D1 48,nan
3 1 D1 49,74.0
3 1 D1 50,77.0
3 1 D1 51,nan
3 1 D1 52,nan
3 1 D1 53,68.0
3 1 D1 54,71.0
3 1 D1 55,77.0
3 1 D1 56,9.0
3 1 D1 57,nan
3 1 D1 58,57.0
3 1 D1 59,32.0
3 1 D1 60,67.0
3 2 D2 1,59.0
3 2 D2 2,74.0
3 2 D2 3,nan
3 2 D2 4,66.0
3 2 D2 5,68.0
3 2 D2 6,64.0
3 2 D2 7,87.0
3 2 D2 8,83.0
3 2 D2 9,65.0
3 2 D2 10,nan
3 2 D2 11,73.0
3 2 D2 12,83.0
3 2 D2 13,82.0
3 2 D2 14,nan
3 2 D2 15,11.0
3 2 D2 16,nan
3 2 D2 17,85.0
3 2 D2 18,75.0
3 2 D2 19,83.0
3 2 D2 20,nan
3 2 D2 21,55.0
3 2 D2 22,78.0
3 2 D2 23,65.0
3 2 D2 24,69.0
3 2 D2 25,32.0
3 2 D2 26,69.0
3 2 D2 27,65.0
3 2 D2 28,74.0
3 2 D2 29,58.0
3 2 D2 30,35.0
3 2 D2 31,66.0
3 2 D2 32,0.0
3 2 D2 33,61.0
3 2 D2 34,1.0
3 2 D2 35,54.0
3 2 D2 36,38.0
3 2 D2 37,55.0
3 2 D2 38,55.0
3 2 D2 39,84.0
3 2 D2 40,74.0
3 2 D2 41,72.0
3 2 D2 42,68.0
3 2 D2 43,79.0
3 2 D2 44,56.0
3 2 D2 45,38.0
3 2 D2 46,49.0
3 2 D2 47,39.0
3 2 D2 48,49.0
3 2 D2 49,71.0
3 2 D2 50,46.0
3 2 D2 51,43.0
3 2 D2 52,54.0
3 2 D2 53,58.0
3 2 D2 54,0.0
3 2 D2 55,1.0
3 2 D2 56,34.0
3 2 D2 57,61.0
3 2 D2 58,38.0
3 2 D2 59,62.0
3 2 D2 60,1.0
3 3 D3 1,81.0
3 3 D3 2,86.0
3 3 D3 3,48.0
3 3 D3 4,83.0
3 3 D3 5,55.0
3 3 D3 6,58.0
3 3 D3 7,72.0
3 3 D3 8,nan
3 3 D3 9,50.0
3 3 D3 10,56.0
3 3 D3 11,nan
3 3 D3 12,24.0
3 3 D3 13,54.0
3 3 D3 14,83.0
3 3 D3 15,nan
3 3 D3 16,73.0
3 3 D3 17,64.0
3 3 D3 18,15.0
3 3 D3 19,45.0
3 3 D3 20,62.0
3 3 D3 21,59.0
3 3 D3 22,47.0
3 3 D3 23,54.0
3 3 D3 24,25.0
3 3 D3 25,61.0
3 3 D3 26,81.0
3 3 D3 27,49.0
3 3 D3 28,55.0
3 3 D3 29,46.0
3 3 D3 30,70.0
3 3 D3 31,53.0
3 3 D3 32,62.0
3 3 D3 33,56.0
3 3 D3 34,30.0
3 3 D3 35,5.0
3 3 D3 36,63.0
3 3 D3 37,61.0
3 3 D3 38,57.0
3 3 D3 39,70.0
3 3 D3 40,69.0
3 3 D3 41,67.0
3 3 D3 42,36.0
3 3 D3 43,39.0
3 3 D3 44,64.0
3 3 D3 45,64.0
3 3 D3 46,53.0
3 3 D3 47,44.0
3 3 D3 48,51.0
3 3 D3 49,0.0
3 3 D3 50,55.0
3 3 D3 51,71.0
3 3 D3 52,58.0
3 3 D3 53,86.0
3 3 D3 54,4.0
3 3 D3 55,41.0
3 3 D3 56,82.0
3 3 D3 57,0.0
3 3 D3 58,0.0
3 3 D3 59,49.0
3 3 D3 60,nan
3 4 D4 1,3.0
3 4 D4 2,38.0
3 4 D4 3,52.0
3 4 D4 4,58.0
3 4 D4 5,63.0
3 4 D4 6,42.0
3 4 D4 7,46.0
3 4 D4 8,50.0
3 4 D4 9,71.0
3 4 D4 10,99.0
3 4 D4 11,45.0
3 4 D4 12,63.0
3 4 D4 13,47.0
3 4 D4 14,79.0
3 4 D4 15,37.0
3 4 D4 16,59.0
3 4 D4 17,84.0
3 4 D4 18,nan
3 4 D4 19,296.0
3 4 D4 20,56.0
3 4 D4 21,56.0
3 4 D4 22,49.0
3 4 D4 23,73.0
3 4 D4 24,66.0
3 4 D4 25,50.0
3 4 D4 26,56.0
3 4 D4 27,45.0
3 4 D4 28,66.0
3 4 D4 29,41.0
3 4 D4 30,nan
3 4 D4 31,33.0
3 4 D4 32,38.0
3 4 D4 33,84.0
3 4 D4 34,26.0
3 4 D4 35,45.0
3 4 D4 36,64.0
3 4 D4 37,30.0
3 4 D4 38,75.0
3 4 D4 39,37.0
3 4 D4 40,71.0
3 4 D4 41,49.0
3 4 D4 42,51.0
3 4 D4 43,47.0
3 4 D4 44,19.0
3 4 D4 45,47.0
3 4 D4 46,80.0
3 4 D4 47,73.0
3 4 D4 48,0.0
3 4 D4 49,33.0
3 4 D4 50,22.0
3 4 D4 51,49.0
3 4 D4 52,nan
3 4 D4 53,nan
3 4 D4 54,57.0
3 4 D4 55,40.0
3 4 D4 56,7.0
3 4 D4 57,56.0
3 4 D4 58,0.0
3 4 D4 59,62.0
3 4 D4 60,44.0
3 5 D5 1,30.0
3 5 D5 2,70.0
3 5 D5 3,nan
3 5 D5 4,83.0
3 5 D5 5,54.0
3 5 D5 6,58.0
3 5 D5 7,69.0
3 5 D5 8,84.0
3 5 D5 9,53.0
3 5 D5 10,38.0
3 5 D5 11,48.0
3 5 D5 12,6.0
3 5 D5 13,53.0
3 5 D5 14,59.0
3 5 D5 15,47.0
3 5 D5 16,38.0
3 5 D5 17,83.0
3 5 D5 18,0.0
3 5 D5 19,54.0
3 5 D5 20,66.0
3 5 D5 21,56.0
3 5 D5 22,60.0
3 5 D5 23,67.0
3 5 D5 24,31.0
3 5 D5 25,nan
3 5 D5 26,34.0
3 5 D5 27,96.0
3 5 D5 28,59.0
3 5 D5 29,38.0
3 5 D5 30,42.0
3 5 D5 31,52.0
3 5 D5 32,nan
3 5 D5 33,63.0
3 5 D5 34,44.0
3 5 D5 35,39.0
3 5 D5 36,nan
3 5 D5 37,65.0
3 5 D5 38,51.0
3 5 D5 39,30.0
3 5 D5 40,70.0
3 5 D5 41,37.0
3 5 D5 42,67.0
3 5 D5 43,62.0
3 5 D5 44,61.0
3 5 D5 45,30.0
3 5 D5 46,28.0
3 5 D5 47,40.0
