FileName,MarvinFileName,AlexFileName,AlexCount,MarvinCount,Mean,Difference
AO1 Control 5-4 29 pt69.jpg,eggs1countAO1 Control 5-4 29 pt69.jpg,eggs1countAO1 Control 5-4 29 pt69.jpg,1,1,1.0,0
nCO1 Control 5-4 27 pt60.jpg,eggs1countnCO1 Control 5-4 27 pt60.jpg,eggs0countnCO1 Control 5-4 27 pt60.jpg,0,1,0.5,1
CO1 Lithium 5-4 44 pt14.jpg,eggs5countCO1 Lithium 5-4 44 pt14.jpg,eggs5countCO1 Lithium 5-4 44 pt14.jpg,5,5,5.0,0
CO1 Lithium 5-4 3 pt47.jpg,eggs1countCO1 Lithium 5-4 3 pt47.jpg,eggs1countCO1 Lithium 5-4 3 pt47.jpg,1,1,1.0,0
nCO1 Control 5-4 20 pt52.jpg,eggs4countnCO1 Control 5-4 20 pt52.jpg,eggs4countnCO1 Control 5-4 20 pt52.jpg,4,4,4.0,0
CO1 Control 5-4 27 pt44.jpg,eggs3countCO1 Control 5-4 27 pt44.jpg,eggs1countCO1 Control 5-4 27 pt44.jpg,1,3,2.0,2
CO1 Lithium 5-4 29 pt79.jpg,eggs6countCO1 Lithium 5-4 29 pt79.jpg,eggs5countCO1 Lithium 5-4 29 pt79.jpg,5,6,5.5,1
ACO1 Control 5-4 7 pt43.jpg,eggs1countACO1 Control 5-4 7 pt43.jpg,eggs1countACO1 Control 5-4 7 pt43.jpg,1,1,1.0,0
CO1 Control 5-4 42 pt63.jpg,eggs1countCO1 Control 5-4 42 pt63.jpg,eggs1countCO1 Control 5-4 42 pt63.jpg,1,1,1.0,0
nCO1 Lithium 5-4 27 pt78.jpg,eggs1countnCO1 Lithium 5-4 27 pt78.jpg,eggs1countnCO1 Lithium 5-4 27 pt78.jpg,1,1,1.0,0
nCO1 Lithium 5-4 9 pt43.jpg,eggs2countnCO1 Lithium 5-4 9 pt43.jpg,eggs2countnCO1 Lithium 5-4 9 pt43.jpg,2,2,2.0,0
nCO1 Lithium 5-4 11 pt32.jpg,eggs3countnCO1 Lithium 5-4 11 pt32.jpg,eggs1countnCO1 Lithium 5-4 11 pt32.jpg,1,3,2.0,2
AO1 Control 5-4 33 pt73.jpg,eggs1countAO1 Control 5-4 33 pt73.jpg,eggs0countAO1 Control 5-4 33 pt73.jpg,0,1,0.5,1
nCO1 Control 5-4 29 pt87.jpg,eggs4countnCO1 Control 5-4 29 pt87.jpg,eggs3countnCO1 Control 5-4 29 pt87.jpg,3,4,3.5,1
CO1 Lithium 5-4 38 pt44.jpg,eggs2countCO1 Lithium 5-4 38 pt44.jpg,eggs2countCO1 Lithium 5-4 38 pt44.jpg,2,2,2.0,0
AO1 Control 5-4 6 pt39.jpg,eggs4countAO1 Control 5-4 6 pt39.jpg,eggs4countAO1 Control 5-4 6 pt39.jpg,4,4,4.0,0
nCO1 Lithium 5-4 50 pt65.jpg,eggs1countnCO1 Lithium 5-4 50 pt65.jpg,eggs1countnCO1 Lithium 5-4 50 pt65.jpg,1,1,1.0,0
nCO1 Lithium 5-4 23 pt72.jpg,eggs5countnCO1 Lithium 5-4 23 pt72.jpg,eggs4countnCO1 Lithium 5-4 23 pt72.jpg,4,5,4.5,1
AO1 Lithium 5-4 21 pt66.jpg,eggs1countAO1 Lithium 5-4 21 pt66.jpg,eggs1countAO1 Lithium 5-4 21 pt66.jpg,1,1,1.0,0
CO1 Lithium 5-4 26 pt14.jpg,eggs1countCO1 Lithium 5-4 26 pt14.jpg,eggs1countCO1 Lithium 5-4 26 pt14.jpg,1,1,1.0,0
nCO1 Lithium 5-4 25 pt32.jpg,eggs6countnCO1 Lithium 5-4 25 pt32.jpg,eggs6countnCO1 Lithium 5-4 25 pt32.jpg,6,6,6.0,0
CO1 Control 5-4 46 pt55.jpg,eggs2countCO1 Control 5-4 46 pt55.jpg,eggs2countCO1 Control 5-4 46 pt55.jpg,2,2,2.0,0
CO1 Control 5-4 35 pt36.jpg,eggs3countCO1 Control 5-4 35 pt36.jpg,eggs2countCO1 Control 5-4 35 pt36.jpg,2,3,2.5,1
AO1 Lithium 5-4 7 pt59.jpg,eggs2countAO1 Lithium 5-4 7 pt59.jpg,eggs2countAO1 Lithium 5-4 7 pt59.jpg,2,2,2.0,0
ACO1 Lithium 5-4 39 pt88.jpg,eggs1countACO1 Lithium 5-4 39 pt88.jpg,eggs1countACO1 Lithium 5-4 39 pt88.jpg,1,1,1.0,0
nCO1 Lithium 5-4 19 pt15.jpg,eggs2countnCO1 Lithium 5-4 19 pt15.jpg,eggs2countnCO1 Lithium 5-4 19 pt15.jpg,2,2,2.0,0
CO1 Control 5-4 35 pt46.jpg,eggs1countCO1 Control 5-4 35 pt46.jpg,eggs1countCO1 Control 5-4 35 pt46.jpg,1,1,1.0,0
ACO1 Lithium 5-4 48 pt64.jpg,eggs1countACO1 Lithium 5-4 48 pt64.jpg,eggs0countACO1 Lithium 5-4 48 pt64.jpg,0,1,0.5,1
CO1 Lithium 5-4 43 pt78.jpg,eggs1countCO1 Lithium 5-4 43 pt78.jpg,eggs1countCO1 Lithium 5-4 43 pt78.jpg,1,1,1.0,0
AO1 Lithium 5-4 31 pt42.jpg,eggs3countAO1 Lithium 5-4 31 pt42.jpg,eggs2countAO1 Lithium 5-4 31 pt42.jpg,2,3,2.5,1
ACO1 Control 5-4 46 pt22.jpg,eggs1countACO1 Control 5-4 46 pt22.jpg,eggs0countACO1 Control 5-4 46 pt22.jpg,0,1,0.5,1
AO1 Control 5-4 25 pt84.jpg,eggs1countAO1 Control 5-4 25 pt84.jpg,eggs1countAO1 Control 5-4 25 pt84.jpg,1,1,1.0,0
CO1 Control 5-4 47 pt13.jpg,eggs1countCO1 Control 5-4 47 pt13.jpg,eggs2countCO1 Control 5-4 47 pt13.jpg,2,1,1.5,-1
CO1 Control 5-4 38 pt78.jpg,eggs4countCO1 Control 5-4 38 pt78.jpg,eggs3countCO1 Control 5-4 38 pt78.jpg,3,4,3.5,1
AO1 Lithium 5-4 45 pt67.jpg,eggs1countAO1 Lithium 5-4 45 pt67.jpg,eggs1countAO1 Lithium 5-4 45 pt67.jpg,1,1,1.0,0
nCO1 Lithium 5-4 19 pt38.jpg,eggs1countnCO1 Lithium 5-4 19 pt38.jpg,eggs1countnCO1 Lithium 5-4 19 pt38.jpg,1,1,1.0,0
ACO1 Control 5-4 26 pt66.jpg,eggs1countACO1 Control 5-4 26 pt66.jpg,eggs1countACO1 Control 5-4 26 pt66.jpg,1,1,1.0,0
nCO1 Control 5-4 23 pt43.jpg,eggs4countnCO1 Control 5-4 23 pt43.jpg,eggs4countnCO1 Control 5-4 23 pt43.jpg,4,4,4.0,0
CO1 Lithium 5-4 45 pt65.jpg,eggs2countCO1 Lithium 5-4 45 pt65.jpg,eggs1countCO1 Lithium 5-4 45 pt65.jpg,1,2,1.5,1
CO1 Control 5-4 27 pt63.jpg,eggs4countCO1 Control 5-4 27 pt63.jpg,eggs0countCO1 Control 5-4 27 pt63.jpg,0,4,2.0,4
nCO1 Control 5-4 23 pt47.jpg,eggs2countnCO1 Control 5-4 23 pt47.jpg,eggs1countnCO1 Control 5-4 23 pt47.jpg,1,2,1.5,1
AO1 Lithium 5-4 7 pt32.jpg,eggs1countAO1 Lithium 5-4 7 pt32.jpg,eggs0countAO1 Lithium 5-4 7 pt32.jpg,0,1,0.5,1
nCO1 Control 5-4 42 pt42.jpg,eggs2countnCO1 Control 5-4 42 pt42.jpg,eggs2countnCO1 Control 5-4 42 pt42.jpg,2,2,2.0,0
ACO1 Lithium 5-4 45 pt42.jpg,eggs1countACO1 Lithium 5-4 45 pt42.jpg,eggs1countACO1 Lithium 5-4 45 pt42.jpg,1,1,1.0,0
ACO1 Lithium 5-4 22 pt25.jpg,eggs1countACO1 Lithium 5-4 22 pt25.jpg,eggs1countACO1 Lithium 5-4 22 pt25.jpg,1,1,1.0,0
nCO1 Lithium 5-4 6 pt78.jpg,eggs3countnCO1 Lithium 5-4 6 pt78.jpg,eggs3countnCO1 Lithium 5-4 6 pt78.jpg,3,3,3.0,0
AO1 Control 5-4 44 pt87.jpg,eggs4countAO1 Control 5-4 44 pt87.jpg,eggs3countAO1 Control 5-4 44 pt87.jpg,3,4,3.5,1
nCO1 Lithium 5-4 36 pt33.jpg,eggs2countnCO1 Lithium 5-4 36 pt33.jpg,eggs2countnCO1 Lithium 5-4 36 pt33.jpg,2,2,2.0,0
nCO1 Lithium 5-4 47 pt14.jpg,eggs4countnCO1 Lithium 5-4 47 pt14.jpg,eggs3countnCO1 Lithium 5-4 47 pt14.jpg,3,4,3.5,1
CO1 Control 5-4 37 pt86.jpg,eggs1countCO1 Control 5-4 37 pt86.jpg,eggs1countCO1 Control 5-4 37 pt86.jpg,1,1,1.0,0
AO1 Lithium 5-4 42 pt42.jpg,eggs2countAO1 Lithium 5-4 42 pt42.jpg,eggs0countAO1 Lithium 5-4 42 pt42.jpg,0,2,1.0,2
ACO1 Control 5-4 9 pt63.jpg,eggs1countACO1 Control 5-4 9 pt63.jpg,eggs1countACO1 Control 5-4 9 pt63.jpg,1,1,1.0,0
ACO1 Control 5-4 35 pt84.jpg,eggs1countACO1 Control 5-4 35 pt84.jpg,eggs0countACO1 Control 5-4 35 pt84.jpg,0,1,0.5,1
CO1 Lithium 5-4 44 pt62.jpg,eggs2countCO1 Lithium 5-4 44 pt62.jpg,eggs2countCO1 Lithium 5-4 44 pt62.jpg,2,2,2.0,0
CO1 Control 5-4 29 pt33.jpg,eggs2countCO1 Control 5-4 29 pt33.jpg,eggs1countCO1 Control 5-4 29 pt33.jpg,1,2,1.5,1
nCO1 Lithium 5-4 6 pt39.jpg,eggs2countnCO1 Lithium 5-4 6 pt39.jpg,eggs1countnCO1 Lithium 5-4 6 pt39.jpg,1,2,1.5,1
ACO1 Lithium 5-4 6 pt48.jpg,eggs2countACO1 Lithium 5-4 6 pt48.jpg,eggs2countACO1 Lithium 5-4 6 pt48.jpg,2,2,2.0,0
ACO1 Control 5-4 26 pt42.jpg,eggs3countACO1 Control 5-4 26 pt42.jpg,eggs3countACO1 Control 5-4 26 pt42.jpg,3,3,3.0,0
CO1 Lithium 5-4 31 pt67.jpg,eggs3countCO1 Lithium 5-4 31 pt67.jpg,eggs3countCO1 Lithium 5-4 31 pt67.jpg,3,3,3.0,0
CO1 Control 5-4 10 pt49.jpg,eggs1countCO1 Control 5-4 10 pt49.jpg,eggs1countCO1 Control 5-4 10 pt49.jpg,1,1,1.0,0
nCO1 Control 5-4 34 pt55.jpg,eggs2countnCO1 Control 5-4 34 pt55.jpg,eggs0countnCO1 Control 5-4 34 pt55.jpg,0,2,1.0,2
nCO1 Lithium 5-4 46 pt26.jpg,eggs2countnCO1 Lithium 5-4 46 pt26.jpg,eggs2countnCO1 Lithium 5-4 46 pt26.jpg,2,2,2.0,0
AO1 Lithium 5-4 50 pt75.jpg,eggs1countAO1 Lithium 5-4 50 pt75.jpg,eggs0countAO1 Lithium 5-4 50 pt75.jpg,0,1,0.5,1
ACO1 Control 5-4 42 pt5.jpg,eggs1countACO1 Control 5-4 42 pt5.jpg,eggs1countACO1 Control 5-4 42 pt5.jpg,1,1,1.0,0
CO1 Control 5-4 50 pt14.jpg,eggs2countCO1 Control 5-4 50 pt14.jpg,eggs2countCO1 Control 5-4 50 pt14.jpg,2,2,2.0,0
ACO1 Lithium 5-4 42 pt77.jpg,eggs1countACO1 Lithium 5-4 42 pt77.jpg,eggs1countACO1 Lithium 5-4 42 pt77.jpg,1,1,1.0,0
ACO1 Control 5-4 21 pt5.jpg,eggs2countACO1 Control 5-4 21 pt5.jpg,eggs1countACO1 Control 5-4 21 pt5.jpg,1,2,1.5,1
CO1 Lithium 5-4 2 pt47.jpg,eggs1countCO1 Lithium 5-4 2 pt47.jpg,eggs1countCO1 Lithium 5-4 2 pt47.jpg,1,1,1.0,0
nCO1 Control 5-4 22 pt28.jpg,eggs3countnCO1 Control 5-4 22 pt28.jpg,eggs0countnCO1 Control 5-4 22 pt28.jpg,0,3,1.5,3
CO1 Lithium 5-4 2 pt64.jpg,eggs1countCO1 Lithium 5-4 2 pt64.jpg,eggs1countCO1 Lithium 5-4 2 pt64.jpg,1,1,1.0,0
CO1 Control 5-4 15 pt38.jpg,eggs2countCO1 Control 5-4 15 pt38.jpg,eggs2countCO1 Control 5-4 15 pt38.jpg,2,2,2.0,0
AO1 Control 5-4 33 pt5.jpg,eggs3countAO1 Control 5-4 33 pt5.jpg,eggs3countAO1 Control 5-4 33 pt5.jpg,3,3,3.0,0
nCO1 Control 5-4 10 pt95.jpg,eggs3countnCO1 Control 5-4 10 pt95.jpg,eggs3countnCO1 Control 5-4 10 pt95.jpg,3,3,3.0,0
ACO1 Control 5-4 26 pt69.jpg,eggs3countACO1 Control 5-4 26 pt69.jpg,eggs2countACO1 Control 5-4 26 pt69.jpg,2,3,2.5,1
nCO1 Lithium 5-4 42 pt53.jpg,eggs4countnCO1 Lithium 5-4 42 pt53.jpg,eggs2countnCO1 Lithium 5-4 42 pt53.jpg,2,4,3.0,2
CO1 Lithium 5-4 18 pt44.jpg,eggs1countCO1 Lithium 5-4 18 pt44.jpg,eggs1countCO1 Lithium 5-4 18 pt44.jpg,1,1,1.0,0
CO1 Control 5-4 9 pt14.jpg,eggs1countCO1 Control 5-4 9 pt14.jpg,eggs1countCO1 Control 5-4 9 pt14.jpg,1,1,1.0,0
AO1 Lithium 5-4 45 pt26.jpg,eggs1countAO1 Lithium 5-4 45 pt26.jpg,eggs1countAO1 Lithium 5-4 45 pt26.jpg,1,1,1.0,0
CO1 Lithium 5-4 10 pt39.jpg,eggs5countCO1 Lithium 5-4 10 pt39.jpg,eggs3countCO1 Lithium 5-4 10 pt39.jpg,3,5,4.0,2
nCO1 Lithium 5-4 20 pt56.jpg,eggs1countnCO1 Lithium 5-4 20 pt56.jpg,eggs1countnCO1 Lithium 5-4 20 pt56.jpg,1,1,1.0,0
ACO1 Control 5-4 17 pt72.jpg,eggs1countACO1 Control 5-4 17 pt72.jpg,eggs1countACO1 Control 5-4 17 pt72.jpg,1,1,1.0,0
CO1 Lithium 5-4 50 pt94.jpg,eggs1countCO1 Lithium 5-4 50 pt94.jpg,eggs1countCO1 Lithium 5-4 50 pt94.jpg,1,1,1.0,0
ACO1 Control 5-4 11 pt74.jpg,eggs2countACO1 Control 5-4 11 pt74.jpg,eggs2countACO1 Control 5-4 11 pt74.jpg,2,2,2.0,0
nCO1 Control 5-4 31 pt43.jpg,eggs1countnCO1 Control 5-4 31 pt43.jpg,eggs0countnCO1 Control 5-4 31 pt43.jpg,0,1,0.5,1
nCO1 Control 5-4 31 pt24.jpg,eggs2countnCO1 Control 5-4 31 pt24.jpg,eggs2countnCO1 Control 5-4 31 pt24.jpg,2,2,2.0,0
AO1 Control 5-4 31 pt36.jpg,eggs1countAO1 Control 5-4 31 pt36.jpg,eggs1countAO1 Control 5-4 31 pt36.jpg,1,1,1.0,0
ACO1 Lithium 5-4 41 pt41.jpg,eggs1countACO1 Lithium 5-4 41 pt41.jpg,eggs1countACO1 Lithium 5-4 41 pt41.jpg,1,1,1.0,0
AO1 Control 5-4 25 pt52.jpg,eggs1countAO1 Control 5-4 25 pt52.jpg,eggs1countAO1 Control 5-4 25 pt52.jpg,1,1,1.0,0
AO1 Lithium 5-4 12 pt78.jpg,eggs2countAO1 Lithium 5-4 12 pt78.jpg,eggs2countAO1 Lithium 5-4 12 pt78.jpg,2,2,2.0,0
AO1 Control 5-4 22 pt66.jpg,eggs1countAO1 Control 5-4 22 pt66.jpg,eggs0countAO1 Control 5-4 22 pt66.jpg,0,1,0.5,1
nCO1 Lithium 5-4 10 pt56.jpg,eggs1countnCO1 Lithium 5-4 10 pt56.jpg,eggs0countnCO1 Lithium 5-4 10 pt56.jpg,0,1,0.5,1
nCO1 Control 5-4 7 pt52.jpg,eggs2countnCO1 Control 5-4 7 pt52.jpg,eggs0countnCO1 Control 5-4 7 pt52.jpg,0,2,1.0,2
nCO1 Control 5-4 33 pt68.jpg,eggs1countnCO1 Control 5-4 33 pt68.jpg,eggs1countnCO1 Control 5-4 33 pt68.jpg,1,1,1.0,0
CO1 Control 5-4 20 pt69.jpg,eggs3countCO1 Control 5-4 20 pt69.jpg,eggs3countCO1 Control 5-4 20 pt69.jpg,3,3,3.0,0
nCO1 Control 5-4 10 pt68.jpg,eggs2countnCO1 Control 5-4 10 pt68.jpg,eggs2countnCO1 Control 5-4 10 pt68.jpg,2,2,2.0,0
CO1 Lithium 5-4 7 pt33.jpg,eggs1countCO1 Lithium 5-4 7 pt33.jpg,eggs0countCO1 Lithium 5-4 7 pt33.jpg,0,1,0.5,1
nCO1 Control 5-4 43 pt43.jpg,eggs1countnCO1 Control 5-4 43 pt43.jpg,eggs1countnCO1 Control 5-4 43 pt43.jpg,1,1,1.0,0
CO1 Lithium 5-4 34 pt78.jpg,eggs1countCO1 Lithium 5-4 34 pt78.jpg,eggs0countCO1 Lithium 5-4 34 pt78.jpg,0,1,0.5,1
nCO1 Control 5-4 23 pt38.jpg,eggs1countnCO1 Control 5-4 23 pt38.jpg,eggs1countnCO1 Control 5-4 23 pt38.jpg,1,1,1.0,0
ACO1 Lithium 5-4 45 pt24.jpg,eggs1countACO1 Lithium 5-4 45 pt24.jpg,eggs1countACO1 Lithium 5-4 45 pt24.jpg,1,1,1.0,0
AO1 Control 5-4 16 pt52.jpg,eggs4countAO1 Control 5-4 16 pt52.jpg,eggs4countAO1 Control 5-4 16 pt52.jpg,4,4,4.0,0
nCO1 Control 5-4 17 pt87.jpg,eggs1countnCO1 Control 5-4 17 pt87.jpg,eggs1countnCO1 Control 5-4 17 pt87.jpg,1,1,1.0,0
CO1 Control 5-4 39 pt76.jpg,eggs3countCO1 Control 5-4 39 pt76.jpg,eggs3countCO1 Control 5-4 39 pt76.jpg,3,3,3.0,0
ACO1 Control 5-4 32 pt78.jpg,eggs2countACO1 Control 5-4 32 pt78.jpg,eggs2countACO1 Control 5-4 32 pt78.jpg,2,2,2.0,0
nCO1 Control 5-4 30 pt63.jpg,eggs6countnCO1 Control 5-4 30 pt63.jpg,eggs2countnCO1 Control 5-4 30 pt63.jpg,2,6,4.0,4
ACO1 Control 5-4 31 pt57.jpg,eggs2countACO1 Control 5-4 31 pt57.jpg,eggs2countACO1 Control 5-4 31 pt57.jpg,2,2,2.0,0
nCO1 Control 5-4 25 pt62.jpg,eggs2countnCO1 Control 5-4 25 pt62.jpg,eggs0countnCO1 Control 5-4 25 pt62.jpg,0,2,1.0,2
nCO1 Control 5-4 43 pt77.jpg,eggs2countnCO1 Control 5-4 43 pt77.jpg,eggs0countnCO1 Control 5-4 43 pt77.jpg,0,2,1.0,2
CO1 Lithium 5-4 31 pt19.jpg,eggs2countCO1 Lithium 5-4 31 pt19.jpg,eggs1countCO1 Lithium 5-4 31 pt19.jpg,1,2,1.5,1
CO1 Lithium 5-4 11 pt65.jpg,eggs1countCO1 Lithium 5-4 11 pt65.jpg,eggs1countCO1 Lithium 5-4 11 pt65.jpg,1,1,1.0,0
AO1 Lithium 5-4 9 pt35.jpg,eggs1countAO1 Lithium 5-4 9 pt35.jpg,eggs1countAO1 Lithium 5-4 9 pt35.jpg,1,1,1.0,0
AO1 Lithium 5-4 42 pt48.jpg,eggs3countAO1 Lithium 5-4 42 pt48.jpg,eggs2countAO1 Lithium 5-4 42 pt48.jpg,2,3,2.5,1
AO1 Control 5-4 39 pt13.jpg,eggs2countAO1 Control 5-4 39 pt13.jpg,eggs2countAO1 Control 5-4 39 pt13.jpg,2,2,2.0,0
CO1 Lithium 5-4 37 pt13.jpg,eggs4countCO1 Lithium 5-4 37 pt13.jpg,eggs2countCO1 Lithium 5-4 37 pt13.jpg,2,4,3.0,2
nCO1 Control 5-4 11 pt37.jpg,eggs3countnCO1 Control 5-4 11 pt37.jpg,eggs3countnCO1 Control 5-4 11 pt37.jpg,3,3,3.0,0
ACO1 Control 5-4 18 pt24.jpg,eggs1countACO1 Control 5-4 18 pt24.jpg,eggs0countACO1 Control 5-4 18 pt24.jpg,0,1,0.5,1
nCO1 Lithium 5-4 40 pt46.jpg,eggs1countnCO1 Lithium 5-4 40 pt46.jpg,eggs1countnCO1 Lithium 5-4 40 pt46.jpg,1,1,1.0,0
CO1 Lithium 5-4 29 pt77.jpg,eggs7countCO1 Lithium 5-4 29 pt77.jpg,eggs8countCO1 Lithium 5-4 29 pt77.jpg,8,7,7.5,-1
ACO1 Lithium 5-4 13 pt73.jpg,eggs1countACO1 Lithium 5-4 13 pt73.jpg,eggs0countACO1 Lithium 5-4 13 pt73.jpg,0,1,0.5,1
ACO1 Lithium 5-4 41 pt77.jpg,eggs1countACO1 Lithium 5-4 41 pt77.jpg,eggs0countACO1 Lithium 5-4 41 pt77.jpg,0,1,0.5,1
AO1 Lithium 5-4 37 pt15.jpg,eggs2countAO1 Lithium 5-4 37 pt15.jpg,eggs2countAO1 Lithium 5-4 37 pt15.jpg,2,2,2.0,0
ACO1 Control 5-4 6 pt49.jpg,eggs3countACO1 Control 5-4 6 pt49.jpg,eggs1countACO1 Control 5-4 6 pt49.jpg,1,3,2.0,2
CO1 Lithium 5-4 1 pt30.jpg,eggs2countCO1 Lithium 5-4 1 pt30.jpg,eggs2countCO1 Lithium 5-4 1 pt30.jpg,2,2,2.0,0
AO1 Lithium 5-4 42 pt36.jpg,eggs2countAO1 Lithium 5-4 42 pt36.jpg,eggs2countAO1 Lithium 5-4 42 pt36.jpg,2,2,2.0,0
nCO1 Control 5-4 29 pt36.jpg,eggs3countnCO1 Control 5-4 29 pt36.jpg,eggs0countnCO1 Control 5-4 29 pt36.jpg,0,3,1.5,3
CO1 Control 5-4 26 pt47.jpg,eggs4countCO1 Control 5-4 26 pt47.jpg,eggs3countCO1 Control 5-4 26 pt47.jpg,3,4,3.5,1
AO1 Lithium 5-4 17 pt12.jpg,eggs1countAO1 Lithium 5-4 17 pt12.jpg,eggs1countAO1 Lithium 5-4 17 pt12.jpg,1,1,1.0,0
ACO1 Lithium 5-4 8 pt77.jpg,eggs2countACO1 Lithium 5-4 8 pt77.jpg,eggs2countACO1 Lithium 5-4 8 pt77.jpg,2,2,2.0,0
AO1 Lithium 5-4 44 pt16.jpg,eggs1countAO1 Lithium 5-4 44 pt16.jpg,eggs0countAO1 Lithium 5-4 44 pt16.jpg,0,1,0.5,1
nCO1 Lithium 5-4 6 pt65.jpg,eggs3countnCO1 Lithium 5-4 6 pt65.jpg,eggs3countnCO1 Lithium 5-4 6 pt65.jpg,3,3,3.0,0
nCO1 Control 5-4 40 pt64.jpg,eggs4countnCO1 Control 5-4 40 pt64.jpg,eggs3countnCO1 Control 5-4 40 pt64.jpg,3,4,3.5,1
nCO1 Lithium 5-4 20 pt63.jpg,eggs1countnCO1 Lithium 5-4 20 pt63.jpg,eggs1countnCO1 Lithium 5-4 20 pt63.jpg,1,1,1.0,0
nCO1 Control 5-4 25 pt64.jpg,eggs2countnCO1 Control 5-4 25 pt64.jpg,eggs1countnCO1 Control 5-4 25 pt64.jpg,1,2,1.5,1
AO1 Lithium 5-4 47 pt42.jpg,eggs1countAO1 Lithium 5-4 47 pt42.jpg,eggs1countAO1 Lithium 5-4 47 pt42.jpg,1,1,1.0,0
nCO1 Lithium 5-4 27 pt75.jpg,eggs3countnCO1 Lithium 5-4 27 pt75.jpg,eggs3countnCO1 Lithium 5-4 27 pt75.jpg,3,3,3.0,0
AO1 Control 5-4 11 pt67.jpg,eggs2countAO1 Control 5-4 11 pt67.jpg,eggs1countAO1 Control 5-4 11 pt67.jpg,1,2,1.5,1
CO1 Control 5-4 47 pt14.jpg,eggs1countCO1 Control 5-4 47 pt14.jpg,eggs1countCO1 Control 5-4 47 pt14.jpg,1,1,1.0,0
AO1 Control 5-4 48 pt78.jpg,eggs1countAO1 Control 5-4 48 pt78.jpg,eggs0countAO1 Control 5-4 48 pt78.jpg,0,1,0.5,1
nCO1 Control 5-4 29 pt26.jpg,eggs1countnCO1 Control 5-4 29 pt26.jpg,eggs1countnCO1 Control 5-4 29 pt26.jpg,1,1,1.0,0
CO1 Lithium 5-4 38 pt69.jpg,eggs1countCO1 Lithium 5-4 38 pt69.jpg,eggs0countCO1 Lithium 5-4 38 pt69.jpg,0,1,0.5,1
CO1 Lithium 5-4 36 pt50.jpg,eggs4countCO1 Lithium 5-4 36 pt50.jpg,eggs0countCO1 Lithium 5-4 36 pt50.jpg,0,4,2.0,4
CO1 Control 5-4 13 pt58.jpg,eggs1countCO1 Control 5-4 13 pt58.jpg,eggs1countCO1 Control 5-4 13 pt58.jpg,1,1,1.0,0
CO1 Control 5-4 30 pt76.jpg,eggs1countCO1 Control 5-4 30 pt76.jpg,eggs1countCO1 Control 5-4 30 pt76.jpg,1,1,1.0,0
CO1 Lithium 5-4 32 pt39.jpg,eggs5countCO1 Lithium 5-4 32 pt39.jpg,eggs5countCO1 Lithium 5-4 32 pt39.jpg,5,5,5.0,0
CO1 Control 5-4 47 pt4.jpg,eggs1countCO1 Control 5-4 47 pt4.jpg,eggs1countCO1 Control 5-4 47 pt4.jpg,1,1,1.0,0
AO1 Control 5-4 8 pt63.jpg,eggs2countAO1 Control 5-4 8 pt63.jpg,eggs2countAO1 Control 5-4 8 pt63.jpg,2,2,2.0,0
CO1 Lithium 5-4 45 pt16.jpg,eggs3countCO1 Lithium 5-4 45 pt16.jpg,eggs3countCO1 Lithium 5-4 45 pt16.jpg,3,3,3.0,0
CO1 Lithium 5-4 19 pt25.jpg,eggs1countCO1 Lithium 5-4 19 pt25.jpg,eggs0countCO1 Lithium 5-4 19 pt25.jpg,0,1,0.5,1
CO1 Lithium 5-4 32 pt85.jpg,eggs1countCO1 Lithium 5-4 32 pt85.jpg,eggs0countCO1 Lithium 5-4 32 pt85.jpg,0,1,0.5,1
CO1 Lithium 5-4 32 pt15.jpg,eggs2countCO1 Lithium 5-4 32 pt15.jpg,eggs2countCO1 Lithium 5-4 32 pt15.jpg,2,2,2.0,0
ACO1 Control 5-4 17 pt16.jpg,eggs1countACO1 Control 5-4 17 pt16.jpg,eggs0countACO1 Control 5-4 17 pt16.jpg,0,1,0.5,1
AO1 Lithium 5-4 49 pt86.jpg,eggs1countAO1 Lithium 5-4 49 pt86.jpg,eggs0countAO1 Lithium 5-4 49 pt86.jpg,0,1,0.5,1
nCO1 Lithium 5-4 40 pt85.jpg,eggs1countnCO1 Lithium 5-4 40 pt85.jpg,eggs1countnCO1 Lithium 5-4 40 pt85.jpg,1,1,1.0,0
ACO1 Control 5-4 36 pt32.jpg,eggs2countACO1 Control 5-4 36 pt32.jpg,eggs2countACO1 Control 5-4 36 pt32.jpg,2,2,2.0,0
AO1 Lithium 5-4 37 pt74.jpg,eggs1countAO1 Lithium 5-4 37 pt74.jpg,eggs1countAO1 Lithium 5-4 37 pt74.jpg,1,1,1.0,0
CO1 Lithium 5-4 28 pt87.jpg,eggs3countCO1 Lithium 5-4 28 pt87.jpg,eggs3countCO1 Lithium 5-4 28 pt87.jpg,3,3,3.0,0
AO1 Lithium 5-4 37 pt54.jpg,eggs2countAO1 Lithium 5-4 37 pt54.jpg,eggs2countAO1 Lithium 5-4 37 pt54.jpg,2,2,2.0,0
AO1 Control 5-4 39 pt62.jpg,eggs1countAO1 Control 5-4 39 pt62.jpg,eggs1countAO1 Control 5-4 39 pt62.jpg,1,1,1.0,0
nCO1 Control 5-4 5 pt76.jpg,eggs1countnCO1 Control 5-4 5 pt76.jpg,eggs1countnCO1 Control 5-4 5 pt76.jpg,1,1,1.0,0
CO1 Lithium 5-4 26 pt28.jpg,eggs6countCO1 Lithium 5-4 26 pt28.jpg,eggs4countCO1 Lithium 5-4 26 pt28.jpg,4,6,5.0,2
