RootImage,FileName,PrimaryFileName,SecondaryFileName,PrimaryCount,SecondaryCount,BotCount,Mean,PrimaryDiff,SecondaryDiff,BotDiff
NCO1 Lithium 5-1 50,NCO1 Lithium 5-1 50 pt57.jpg,eggs1countNCO1 Lithium 5-1 50 pt57.jpg,eggs1countNCO1 Lithium 5-1 50 pt57.jpg,1,1,1,1.0,0.0,0.0,0.0
NCO1 Control 5-1 1,NCO1 Control 5-1 1 pt34.jpg,eggs2countNCO1 Control 5-1 1 pt34.jpg,eggs2countNCO1 Control 5-1 1 pt34.jpg,2,2,2,2.0,0.0,0.0,0.0
AO1 Lithium 5-1 7,AO1 Lithium 5-1 7 pt77.jpg,eggs2countAO1 Lithium 5-1 7 pt77.jpg,eggs2countAO1 Lithium 5-1 7 pt77.jpg,2,2,1,2.0,0.0,0.0,1.0
ACO1 Control 5-1 14,ACO1 Control 5-1 14 pt51.jpg,eggs3countACO1 Control 5-1 14 pt51.jpg,eggs2countACO1 Control 5-1 14 pt51.jpg,3,2,2,2.5,0.5,0.5,0.5
ACO1 Lithium 5-1 44,ACO1 Lithium 5-1 44 pt77.jpg,eggs1countACO1 Lithium 5-1 44 pt77.jpg,eggs2countACO1 Lithium 5-1 44 pt77.jpg,1,2,1,1.5,0.5,0.5,0.5
NCO1 Lithium 5-1 11,NCO1 Lithium 5-1 11 pt44.jpg,eggs2countNCO1 Lithium 5-1 11 pt44.jpg,eggs2countNCO1 Lithium 5-1 11 pt44.jpg,2,2,2,2.0,0.0,0.0,0.0
AO1 Lithium 5-1 31,AO1 Lithium 5-1 31 pt68.jpg,eggs1countAO1 Lithium 5-1 31 pt68.jpg,eggs1countAO1 Lithium 5-1 31 pt68.jpg,1,1,2,1.0,0.0,0.0,1.0
NCO1 Control 5-1 24,NCO1 Control 5-1 24 pt77.jpg,eggs1countNCO1 Control 5-1 24 pt77.jpg,eggs1countNCO1 Control 5-1 24 pt77.jpg,1,1,1,1.0,0.0,0.0,0.0
CO1 Lithium 5-1 18,CO1 Lithium 5-1 18 pt73.jpg,eggs5countCO1 Lithium 5-1 18 pt73.jpg,eggs5countCO1 Lithium 5-1 18 pt73.jpg,5,5,4,5.0,0.0,0.0,1.0
AO1 Lithium 5-1 7,AO1 Lithium 5-1 7 pt64.jpg,eggs1countAO1 Lithium 5-1 7 pt64.jpg,eggs1countAO1 Lithium 5-1 7 pt64.jpg,1,1,1,1.0,0.0,0.0,0.0
NCO1 Control 5-1 35,NCO1 Control 5-1 35 pt52.jpg,eggs18countNCO1 Control 5-1 35 pt52.jpg,eggs15countNCO1 Control 5-1 35 pt52.jpg,18,15,15,16.5,1.5,1.5,1.5
CO1 Control 5-1 22,CO1 Control 5-1 22 pt22.jpg,eggs3countCO1 Control 5-1 22 pt22.jpg,eggs1countCO1 Control 5-1 22 pt22.jpg,3,1,2,2.0,1.0,1.0,0.0
NCO1 Control 5-1 44,NCO1 Control 5-1 44 pt46.jpg,eggs1countNCO1 Control 5-1 44 pt46.jpg,eggs1countNCO1 Control 5-1 44 pt46.jpg,1,1,1,1.0,0.0,0.0,0.0
ACO1 Control 5-1 31,ACO1 Control 5-1 31 pt53.jpg,eggs1countACO1 Control 5-1 31 pt53.jpg,eggs1countACO1 Control 5-1 31 pt53.jpg,1,1,1,1.0,0.0,0.0,0.0
AO1 Lithium 5-1 43,AO1 Lithium 5-1 43 pt18.jpg,eggs2countAO1 Lithium 5-1 43 pt18.jpg,eggs1countAO1 Lithium 5-1 43 pt18.jpg,2,1,2,1.5,0.5,0.5,0.5
AO1 Lithium 5-1 25,AO1 Lithium 5-1 25 pt43.jpg,eggs1countAO1 Lithium 5-1 25 pt43.jpg,eggs1countAO1 Lithium 5-1 25 pt43.jpg,1,1,1,1.0,0.0,0.0,0.0
CO1 Control 5-1 22,CO1 Control 5-1 22 pt78.jpg,eggs2countCO1 Control 5-1 22 pt78.jpg,eggs1countCO1 Control 5-1 22 pt78.jpg,2,1,1,1.5,0.5,0.5,0.5
CO1 Lithium 5-1 39,CO1 Lithium 5-1 39 pt66.jpg,eggs2countCO1 Lithium 5-1 39 pt66.jpg,eggs2countCO1 Lithium 5-1 39 pt66.jpg,2,2,2,2.0,0.0,0.0,0.0
ACO1 Lithium 5-1 50,ACO1 Lithium 5-1 50 pt53.jpg,eggs2countACO1 Lithium 5-1 50 pt53.jpg,eggs2countACO1 Lithium 5-1 50 pt53.jpg,2,2,1,2.0,0.0,0.0,1.0
ACO1 Lithium 5-1 44,ACO1 Lithium 5-1 44 pt27.jpg,eggs4countACO1 Lithium 5-1 44 pt27.jpg,eggs4countACO1 Lithium 5-1 44 pt27.jpg,4,4,5,4.0,0.0,0.0,1.0
AO1 Lithium 5-1 15,AO1 Lithium 5-1 15 pt36.jpg,eggs1countAO1 Lithium 5-1 15 pt36.jpg,eggs1countAO1 Lithium 5-1 15 pt36.jpg,1,1,1,1.0,0.0,0.0,0.0
CO1 Lithium 5-1 8,CO1 Lithium 5-1 8 pt24.jpg,eggs3countCO1 Lithium 5-1 8 pt24.jpg,eggs3countCO1 Lithium 5-1 8 pt24.jpg,3,3,4,3.0,0.0,0.0,1.0
ACO1 Lithium 5-1 10,ACO1 Lithium 5-1 10 pt59.jpg,eggs2countACO1 Lithium 5-1 10 pt59.jpg,eggs2countACO1 Lithium 5-1 10 pt59.jpg,2,2,2,2.0,0.0,0.0,0.0
ACO1 Lithium 5-1 32,ACO1 Lithium 5-1 32 pt78.jpg,eggs1countACO1 Lithium 5-1 32 pt78.jpg,eggs1countACO1 Lithium 5-1 32 pt78.jpg,1,1,2,1.0,0.0,0.0,1.0
ACO1 Lithium 5-1 31,ACO1 Lithium 5-1 31 pt76.jpg,eggs4countACO1 Lithium 5-1 31 pt76.jpg,eggs4countACO1 Lithium 5-1 31 pt76.jpg,4,4,4,4.0,0.0,0.0,0.0
AO1 Control 5-1 49,AO1 Control 5-1 49 pt51.jpg,eggs3countAO1 Control 5-1 49 pt51.jpg,eggs1countAO1 Control 5-1 49 pt51.jpg,3,1,1,2.0,1.0,1.0,1.0
NCO1 Lithium 5-1 5,NCO1 Lithium 5-1 5 pt80.jpg,eggs1countNCO1 Lithium 5-1 5 pt80.jpg,eggs1countNCO1 Lithium 5-1 5 pt80.jpg,1,1,1,1.0,0.0,0.0,0.0
CO1 Control 5-1 24,CO1 Control 5-1 24 pt95.jpg,eggs2countCO1 Control 5-1 24 pt95.jpg,eggs1countCO1 Control 5-1 24 pt95.jpg,2,1,1,1.5,0.5,0.5,0.5
AO1 Lithium 5-1 20,AO1 Lithium 5-1 20 pt49.jpg,eggs3countAO1 Lithium 5-1 20 pt49.jpg,eggs2countAO1 Lithium 5-1 20 pt49.jpg,3,2,4,2.5,0.5,0.5,1.5
CO1 Lithium 5-1 1,CO1 Lithium 5-1 1 pt64.jpg,eggs1countCO1 Lithium 5-1 1 pt64.jpg,eggs1countCO1 Lithium 5-1 1 pt64.jpg,1,1,1,1.0,0.0,0.0,0.0
AO1 Control 5-1 28,AO1 Control 5-1 28 pt37.jpg,eggs1countAO1 Control 5-1 28 pt37.jpg,eggs1countAO1 Control 5-1 28 pt37.jpg,1,1,1,1.0,0.0,0.0,0.0
NCO1 Lithium 5-1 5,NCO1 Lithium 5-1 5 pt52.jpg,eggs3countNCO1 Lithium 5-1 5 pt52.jpg,eggs1countNCO1 Lithium 5-1 5 pt52.jpg,3,1,2,2.0,1.0,1.0,0.0
AO1 Control 5-1 47,AO1 Control 5-1 47 pt24.jpg,eggs1countAO1 Control 5-1 47 pt24.jpg,eggs1countAO1 Control 5-1 47 pt24.jpg,1,1,0,1.0,0.0,0.0,1.0
NCO1 Control 5-1 40,NCO1 Control 5-1 40 pt73.jpg,eggs2countNCO1 Control 5-1 40 pt73.jpg,eggs1countNCO1 Control 5-1 40 pt73.jpg,2,1,2,1.5,0.5,0.5,0.5
CO1 Lithium 5-1 1,CO1 Lithium 5-1 1 pt45.jpg,eggs1countCO1 Lithium 5-1 1 pt45.jpg,eggs1countCO1 Lithium 5-1 1 pt45.jpg,1,1,2,1.0,0.0,0.0,1.0
ACO1 Control 5-1 25,ACO1 Control 5-1 25 pt33.jpg,eggs1countACO1 Control 5-1 25 pt33.jpg,eggs1countACO1 Control 5-1 25 pt33.jpg,1,1,1,1.0,0.0,0.0,0.0
NCO1 Control 5-1 15,NCO1 Control 5-1 15 pt87.jpg,eggs1countNCO1 Control 5-1 15 pt87.jpg,eggs1countNCO1 Control 5-1 15 pt87.jpg,1,1,1,1.0,0.0,0.0,0.0
CO1 Control 5-1 9,CO1 Control 5-1 9 pt69.jpg,eggs13countCO1 Control 5-1 9 pt69.jpg,eggs8countCO1 Control 5-1 9 pt69.jpg,13,8,6,10.5,2.5,2.5,4.5
NCO1 Lithium 5-1 7,NCO1 Lithium 5-1 7 pt64.jpg,eggs1countNCO1 Lithium 5-1 7 pt64.jpg,eggs1countNCO1 Lithium 5-1 7 pt64.jpg,1,1,1,1.0,0.0,0.0,0.0
AO1 Control 5-1 35,AO1 Control 5-1 35 pt96.jpg,eggs1countAO1 Control 5-1 35 pt96.jpg,eggs1countAO1 Control 5-1 35 pt96.jpg,1,1,1,1.0,0.0,0.0,0.0
ACO1 Control 5-1 18,ACO1 Control 5-1 18 pt62.jpg,eggs2countACO1 Control 5-1 18 pt62.jpg,eggs1countACO1 Control 5-1 18 pt62.jpg,2,1,2,1.5,0.5,0.5,0.5
NCO1 Control 5-1 48,NCO1 Control 5-1 48 pt87.jpg,eggs3countNCO1 Control 5-1 48 pt87.jpg,eggs2countNCO1 Control 5-1 48 pt87.jpg,3,2,3,2.5,0.5,0.5,0.5
NCO1 Lithium 5-1 15,NCO1 Lithium 5-1 15 pt83.jpg,eggs2countNCO1 Lithium 5-1 15 pt83.jpg,eggs2countNCO1 Lithium 5-1 15 pt83.jpg,2,2,2,2.0,0.0,0.0,0.0
AO1 Lithium 5-1 18,AO1 Lithium 5-1 18 pt58.jpg,eggs1countAO1 Lithium 5-1 18 pt58.jpg,eggs1countAO1 Lithium 5-1 18 pt58.jpg,1,1,1,1.0,0.0,0.0,0.0
CO1 Lithium 5-1 41,CO1 Lithium 5-1 41 pt34.jpg,eggs5countCO1 Lithium 5-1 41 pt34.jpg,eggs5countCO1 Lithium 5-1 41 pt34.jpg,5,5,3,5.0,0.0,0.0,2.0
ACO1 Lithium 5-1 43,ACO1 Lithium 5-1 43 pt65.jpg,eggs2countACO1 Lithium 5-1 43 pt65.jpg,eggs2countACO1 Lithium 5-1 43 pt65.jpg,2,2,2,2.0,0.0,0.0,0.0
NCO1 Control 5-1 46,NCO1 Control 5-1 46 pt14.jpg,eggs3countNCO1 Control 5-1 46 pt14.jpg,eggs2countNCO1 Control 5-1 46 pt14.jpg,3,2,2,2.5,0.5,0.5,0.5
CO1 Lithium 5-1 16,CO1 Lithium 5-1 16 pt63.jpg,eggs1countCO1 Lithium 5-1 16 pt63.jpg,eggs1countCO1 Lithium 5-1 16 pt63.jpg,1,1,1,1.0,0.0,0.0,0.0
NCO1 Lithium 5-1 23,NCO1 Lithium 5-1 23 pt63.jpg,eggs1countNCO1 Lithium 5-1 23 pt63.jpg,eggs1countNCO1 Lithium 5-1 23 pt63.jpg,1,1,2,1.0,0.0,0.0,1.0
CO1 Control 5-1 24,CO1 Control 5-1 24 pt69.jpg,eggs1countCO1 Control 5-1 24 pt69.jpg,eggs1countCO1 Control 5-1 24 pt69.jpg,1,1,1,1.0,0.0,0.0,0.0
ACO1 Lithium 5-1 22,ACO1 Lithium 5-1 22 pt84.jpg,eggs3countACO1 Lithium 5-1 22 pt84.jpg,eggs2countACO1 Lithium 5-1 22 pt84.jpg,3,2,3,2.5,0.5,0.5,0.5
ACO1 Control 5-1 23,ACO1 Control 5-1 23 pt16.jpg,eggs4countACO1 Control 5-1 23 pt16.jpg,eggs3countACO1 Control 5-1 23 pt16.jpg,4,3,4,3.5,0.5,0.5,0.5
ACO1 Control 5-1 28,ACO1 Control 5-1 28 pt22.jpg,eggs2countACO1 Control 5-1 28 pt22.jpg,eggs1countACO1 Control 5-1 28 pt22.jpg,2,1,1,1.5,0.5,0.5,0.5
CO1 Lithium 5-1 26,CO1 Lithium 5-1 26 pt48.jpg,eggs1countCO1 Lithium 5-1 26 pt48.jpg,eggs1countCO1 Lithium 5-1 26 pt48.jpg,1,1,1,1.0,0.0,0.0,0.0
NCO1 Lithium 5-1 11,NCO1 Lithium 5-1 11 pt48.jpg,eggs5countNCO1 Lithium 5-1 11 pt48.jpg,eggs5countNCO1 Lithium 5-1 11 pt48.jpg,5,5,6,5.0,0.0,0.0,1.0
NCO1 Control 5-1 10,NCO1 Control 5-1 10 pt36.jpg,eggs2countNCO1 Control 5-1 10 pt36.jpg,eggs3countNCO1 Control 5-1 10 pt36.jpg,2,3,4,2.5,0.5,0.5,1.5
ACO1 Control 5-1 43,ACO1 Control 5-1 43 pt54.jpg,eggs2countACO1 Control 5-1 43 pt54.jpg,eggs1countACO1 Control 5-1 43 pt54.jpg,2,1,2,1.5,0.5,0.5,0.5
CO1 Control 5-1 24,CO1 Control 5-1 24 pt16.jpg,eggs4countCO1 Control 5-1 24 pt16.jpg,eggs2countCO1 Control 5-1 24 pt16.jpg,4,2,2,3.0,1.0,1.0,1.0
ACO1 Control 5-1 14,ACO1 Control 5-1 14 pt41.jpg,eggs4countACO1 Control 5-1 14 pt41.jpg,eggs4countACO1 Control 5-1 14 pt41.jpg,4,4,4,4.0,0.0,0.0,0.0
CO1 Control 5-1 10,CO1 Control 5-1 10 pt27.jpg,eggs7countCO1 Control 5-1 10 pt27.jpg,eggs6countCO1 Control 5-1 10 pt27.jpg,7,6,4,6.5,0.5,0.5,2.5
ACO1 Control 5-1 46,ACO1 Control 5-1 46 pt22.jpg,eggs1countACO1 Control 5-1 46 pt22.jpg,eggs1countACO1 Control 5-1 46 pt22.jpg,1,1,1,1.0,0.0,0.0,0.0
ACO1 Lithium 5-1 36,ACO1 Lithium 5-1 36 pt47.jpg,eggs1countACO1 Lithium 5-1 36 pt47.jpg,eggs1countACO1 Lithium 5-1 36 pt47.jpg,1,1,1,1.0,0.0,0.0,0.0
ACO1 Lithium 5-1 35,ACO1 Lithium 5-1 35 pt57.jpg,eggs2countACO1 Lithium 5-1 35 pt57.jpg,eggs2countACO1 Lithium 5-1 35 pt57.jpg,2,2,2,2.0,0.0,0.0,0.0
CO1 Control 5-1 21,CO1 Control 5-1 21 pt5.jpg,eggs1countCO1 Control 5-1 21 pt5.jpg,eggs1countCO1 Control 5-1 21 pt5.jpg,1,1,1,1.0,0.0,0.0,0.0
AO1 Control 5-1 26,AO1 Control 5-1 26 pt52.jpg,eggs1countAO1 Control 5-1 26 pt52.jpg,eggs1countAO1 Control 5-1 26 pt52.jpg,1,1,1,1.0,0.0,0.0,0.0
ACO1 Lithium 5-1 50,ACO1 Lithium 5-1 50 pt36.jpg,eggs1countACO1 Lithium 5-1 50 pt36.jpg,eggs1countACO1 Lithium 5-1 50 pt36.jpg,1,1,1,1.0,0.0,0.0,0.0
NCO1 Lithium 5-1 11,NCO1 Lithium 5-1 11 pt16.jpg,eggs2countNCO1 Lithium 5-1 11 pt16.jpg,eggs1countNCO1 Lithium 5-1 11 pt16.jpg,2,1,2,1.5,0.5,0.5,0.5
ACO1 Lithium 5-1 17,ACO1 Lithium 5-1 17 pt41.jpg,eggs1countACO1 Lithium 5-1 17 pt41.jpg,eggs1countACO1 Lithium 5-1 17 pt41.jpg,1,1,1,1.0,0.0,0.0,0.0
NCO1 Lithium 5-1 48,NCO1 Lithium 5-1 48 pt24.jpg,eggs1countNCO1 Lithium 5-1 48 pt24.jpg,eggs1countNCO1 Lithium 5-1 48 pt24.jpg,1,1,2,1.0,0.0,0.0,1.0
AO1 Control 5-1 16,AO1 Control 5-1 16 pt62.jpg,eggs2countAO1 Control 5-1 16 pt62.jpg,eggs2countAO1 Control 5-1 16 pt62.jpg,2,2,2,2.0,0.0,0.0,0.0
NCO1 Lithium 5-1 20,NCO1 Lithium 5-1 20 pt27.jpg,eggs14countNCO1 Lithium 5-1 20 pt27.jpg,eggs10countNCO1 Lithium 5-1 20 pt27.jpg,14,10,10,12.0,2.0,2.0,2.0
NCO1 Control 5-1 24,NCO1 Control 5-1 24 pt36.jpg,eggs1countNCO1 Control 5-1 24 pt36.jpg,eggs1countNCO1 Control 5-1 24 pt36.jpg,1,1,1,1.0,0.0,0.0,0.0
CO1 Lithium 5-1 7,CO1 Lithium 5-1 7 pt47.jpg,eggs1countCO1 Lithium 5-1 7 pt47.jpg,eggs1countCO1 Lithium 5-1 7 pt47.jpg,1,1,1,1.0,0.0,0.0,0.0
AO1 Control 5-1 14,AO1 Control 5-1 14 pt36.jpg,eggs1countAO1 Control 5-1 14 pt36.jpg,eggs1countAO1 Control 5-1 14 pt36.jpg,1,1,1,1.0,0.0,0.0,0.0
ACO1 Lithium 5-1 48,ACO1 Lithium 5-1 48 pt84.jpg,eggs0countACO1 Lithium 5-1 48 pt84.jpg,eggs1countACO1 Lithium 5-1 48 pt84.jpg,0,1,1,0.5,0.5,0.5,0.5
CO1 Lithium 5-1 4,CO1 Lithium 5-1 4 pt69.jpg,eggs1countCO1 Lithium 5-1 4 pt69.jpg,eggs1countCO1 Lithium 5-1 4 pt69.jpg,1,1,2,1.0,0.0,0.0,1.0
CO1 Lithium 5-1 13,CO1 Lithium 5-1 13 pt47.jpg,eggs1countCO1 Lithium 5-1 13 pt47.jpg,eggs1countCO1 Lithium 5-1 13 pt47.jpg,1,1,1,1.0,0.0,0.0,0.0
CO1 Lithium 5-1 43,CO1 Lithium 5-1 43 pt50.jpg,eggs2countCO1 Lithium 5-1 43 pt50.jpg,eggs2countCO1 Lithium 5-1 43 pt50.jpg,2,2,1,2.0,0.0,0.0,1.0
AO1 Control 5-1 44,AO1 Control 5-1 44 pt24.jpg,eggs5countAO1 Control 5-1 44 pt24.jpg,eggs4countAO1 Control 5-1 44 pt24.jpg,5,4,4,4.5,0.5,0.5,0.5
NCO1 Control 5-1 41,NCO1 Control 5-1 41 pt12.jpg,eggs2countNCO1 Control 5-1 41 pt12.jpg,eggs2countNCO1 Control 5-1 41 pt12.jpg,2,2,2,2.0,0.0,0.0,0.0
ACO1 Lithium 5-1 17,ACO1 Lithium 5-1 17 pt18.jpg,eggs3countACO1 Lithium 5-1 17 pt18.jpg,eggs3countACO1 Lithium 5-1 17 pt18.jpg,3,3,2,3.0,0.0,0.0,1.0
CO1 Lithium 5-1 19,CO1 Lithium 5-1 19 pt44.jpg,eggs1countCO1 Lithium 5-1 19 pt44.jpg,eggs1countCO1 Lithium 5-1 19 pt44.jpg,1,1,1,1.0,0.0,0.0,0.0
NCO1 Lithium 5-1 25,NCO1 Lithium 5-1 25 pt14.jpg,eggs2countNCO1 Lithium 5-1 25 pt14.jpg,eggs2countNCO1 Lithium 5-1 25 pt14.jpg,2,2,2,2.0,0.0,0.0,0.0
AO1 Lithium 5-1 49,AO1 Lithium 5-1 49 pt22.jpg,eggs1countAO1 Lithium 5-1 49 pt22.jpg,eggs1countAO1 Lithium 5-1 49 pt22.jpg,1,1,0,1.0,0.0,0.0,1.0
ACO1 Control 5-1 38,ACO1 Control 5-1 38 pt52.jpg,eggs2countACO1 Control 5-1 38 pt52.jpg,eggs2countACO1 Control 5-1 38 pt52.jpg,2,2,2,2.0,0.0,0.0,0.0
NCO1 Lithium 5-1 25,NCO1 Lithium 5-1 25 pt33.jpg,eggs3countNCO1 Lithium 5-1 25 pt33.jpg,eggs3countNCO1 Lithium 5-1 25 pt33.jpg,3,3,2,3.0,0.0,0.0,1.0
CO1 Control 5-1 38,CO1 Control 5-1 38 pt86.jpg,eggs3countCO1 Control 5-1 38 pt86.jpg,eggs2countCO1 Control 5-1 38 pt86.jpg,3,2,3,2.5,0.5,0.5,0.5
CO1 Control 5-1 24,CO1 Control 5-1 24 pt77.jpg,eggs1countCO1 Control 5-1 24 pt77.jpg,eggs1countCO1 Control 5-1 24 pt77.jpg,1,1,1,1.0,0.0,0.0,0.0
ACO1 Lithium 5-1 17,ACO1 Lithium 5-1 17 pt5.jpg,eggs2countACO1 Lithium 5-1 17 pt5.jpg,eggs2countACO1 Lithium 5-1 17 pt5.jpg,2,2,2,2.0,0.0,0.0,0.0
CO1 Lithium 5-1 34,CO1 Lithium 5-1 34 pt95.jpg,eggs1countCO1 Lithium 5-1 34 pt95.jpg,eggs1countCO1 Lithium 5-1 34 pt95.jpg,1,1,1,1.0,0.0,0.0,0.0
CO1 Lithium 5-1 13,CO1 Lithium 5-1 13 pt87.jpg,eggs3countCO1 Lithium 5-1 13 pt87.jpg,eggs3countCO1 Lithium 5-1 13 pt87.jpg,3,3,3,3.0,0.0,0.0,0.0
ACO1 Lithium 5-1 1,ACO1 Lithium 5-1 1 pt54.jpg,eggs1countACO1 Lithium 5-1 1 pt54.jpg,eggs1countACO1 Lithium 5-1 1 pt54.jpg,1,1,0,1.0,0.0,0.0,1.0
ACO1 Control 5-1 47,ACO1 Control 5-1 47 pt63.jpg,eggs2countACO1 Control 5-1 47 pt63.jpg,eggs2countACO1 Control 5-1 47 pt63.jpg,2,2,2,2.0,0.0,0.0,0.0
CO1 Control 5-1 43,CO1 Control 5-1 43 pt83.jpg,eggs2countCO1 Control 5-1 43 pt83.jpg,eggs1countCO1 Control 5-1 43 pt83.jpg,2,1,1,1.5,0.5,0.5,0.5
AO1 Lithium 5-1 3,AO1 Lithium 5-1 3 pt38.jpg,eggs1countAO1 Lithium 5-1 3 pt38.jpg,eggs1countAO1 Lithium 5-1 3 pt38.jpg,1,1,1,1.0,0.0,0.0,0.0
ACO1 Lithium 5-1 25,ACO1 Lithium 5-1 25 pt52.jpg,eggs2countACO1 Lithium 5-1 25 pt52.jpg,eggs1countACO1 Lithium 5-1 25 pt52.jpg,2,1,2,1.5,0.5,0.5,0.5
NCO1 Lithium 5-1 38,NCO1 Lithium 5-1 38 pt28.jpg,eggs4countNCO1 Lithium 5-1 38 pt28.jpg,eggs2countNCO1 Lithium 5-1 38 pt28.jpg,4,2,3,3.0,1.0,1.0,0.0
CO1 Lithium 5-1 17,CO1 Lithium 5-1 17 pt64.jpg,eggs3countCO1 Lithium 5-1 17 pt64.jpg,eggs3countCO1 Lithium 5-1 17 pt64.jpg,3,3,3,3.0,0.0,0.0,0.0
ACO1 Lithium 5-1 38,ACO1 Lithium 5-1 38 pt85.jpg,eggs2countACO1 Lithium 5-1 38 pt85.jpg,eggs2countACO1 Lithium 5-1 38 pt85.jpg,2,2,2,2.0,0.0,0.0,0.0
NCO1 Control 5-1 6,NCO1 Control 5-1 6 pt53.jpg,eggs1countNCO1 Control 5-1 6 pt53.jpg,eggs1countNCO1 Control 5-1 6 pt53.jpg,1,1,1,1.0,0.0,0.0,0.0
NCO1 Lithium 5-1 29,NCO1 Lithium 5-1 29 pt85.jpg,eggs4countNCO1 Lithium 5-1 29 pt85.jpg,eggs4countNCO1 Lithium 5-1 29 pt85.jpg,4,4,4,4.0,0.0,0.0,0.0
NCO1 Lithium 5-1 27,NCO1 Lithium 5-1 27 pt42.jpg,eggs4countNCO1 Lithium 5-1 27 pt42.jpg,eggs3countNCO1 Lithium 5-1 27 pt42.jpg,4,3,3,3.5,0.5,0.5,0.5
AO1 Lithium 5-1 3,AO1 Lithium 5-1 3 pt27.jpg,eggs1countAO1 Lithium 5-1 3 pt27.jpg,eggs1countAO1 Lithium 5-1 3 pt27.jpg,1,1,1,1.0,0.0,0.0,0.0
AO1 Control 5-1 21,AO1 Control 5-1 21 pt76.jpg,eggs1countAO1 Control 5-1 21 pt76.jpg,eggs1countAO1 Control 5-1 21 pt76.jpg,1,1,1,1.0,0.0,0.0,0.0
NCO1 Control 5-1 9,NCO1 Control 5-1 9 pt16.jpg,eggs4countNCO1 Control 5-1 9 pt16.jpg,eggs3countNCO1 Control 5-1 9 pt16.jpg,4,3,3,3.5,0.5,0.5,0.5
NCO1 Control 5-1 50,NCO1 Control 5-1 50 pt68.jpg,eggs4countNCO1 Control 5-1 50 pt68.jpg,eggs4countNCO1 Control 5-1 50 pt68.jpg,4,4,5,4.0,0.0,0.0,1.0
CO1 Lithium 5-1 40,CO1 Lithium 5-1 40 pt53.jpg,eggs5countCO1 Lithium 5-1 40 pt53.jpg,eggs5countCO1 Lithium 5-1 40 pt53.jpg,5,5,4,5.0,0.0,0.0,1.0
AO1 Control 5-1 15,AO1 Control 5-1 15 pt24.jpg,eggs2countAO1 Control 5-1 15 pt24.jpg,eggs2countAO1 Control 5-1 15 pt24.jpg,2,2,2,2.0,0.0,0.0,0.0
NCO1 Control 5-1 5,NCO1 Control 5-1 5 pt43.jpg,eggs1countNCO1 Control 5-1 5 pt43.jpg,eggs1countNCO1 Control 5-1 5 pt43.jpg,1,1,1,1.0,0.0,0.0,0.0
NCO1 Lithium 5-1 2,NCO1 Lithium 5-1 2 pt18.jpg,eggs3countNCO1 Lithium 5-1 2 pt18.jpg,eggs3countNCO1 Lithium 5-1 2 pt18.jpg,3,3,3,3.0,0.0,0.0,0.0
NCO1 Lithium 5-1 34,NCO1 Lithium 5-1 34 pt63.jpg,eggs6countNCO1 Lithium 5-1 34 pt63.jpg,eggs4countNCO1 Lithium 5-1 34 pt63.jpg,6,4,4,5.0,1.0,1.0,1.0
CO1 Lithium 5-1 18,CO1 Lithium 5-1 18 pt45.jpg,eggs3countCO1 Lithium 5-1 18 pt45.jpg,eggs2countCO1 Lithium 5-1 18 pt45.jpg,3,2,4,2.5,0.5,0.5,1.5
ACO1 Control 5-1 26,ACO1 Control 5-1 26 pt45.jpg,eggs1countACO1 Control 5-1 26 pt45.jpg,eggs1countACO1 Control 5-1 26 pt45.jpg,1,1,1,1.0,0.0,0.0,0.0
CO1 Control 5-1 24,CO1 Control 5-1 24 pt79.jpg,eggs2countCO1 Control 5-1 24 pt79.jpg,eggs2countCO1 Control 5-1 24 pt79.jpg,2,2,2,2.0,0.0,0.0,0.0
ACO1 Control 5-1 13,ACO1 Control 5-1 13 pt67.jpg,eggs5countACO1 Control 5-1 13 pt67.jpg,eggs5countACO1 Control 5-1 13 pt67.jpg,5,5,3,5.0,0.0,0.0,2.0
ACO1 Lithium 5-1 33,ACO1 Lithium 5-1 33 pt79.jpg,eggs3countACO1 Lithium 5-1 33 pt79.jpg,eggs2countACO1 Lithium 5-1 33 pt79.jpg,3,2,4,2.5,0.5,0.5,1.5
NCO1 Control 5-1 8,NCO1 Control 5-1 8 pt5.jpg,eggs1countNCO1 Control 5-1 8 pt5.jpg,eggs1countNCO1 Control 5-1 8 pt5.jpg,1,1,1,1.0,0.0,0.0,0.0
CO1 Control 5-1 15,CO1 Control 5-1 15 pt69.jpg,eggs5countCO1 Control 5-1 15 pt69.jpg,eggs5countCO1 Control 5-1 15 pt69.jpg,5,5,3,5.0,0.0,0.0,2.0
AO1 Control 5-1 34,AO1 Control 5-1 34 pt34.jpg,eggs2countAO1 Control 5-1 34 pt34.jpg,eggs2countAO1 Control 5-1 34 pt34.jpg,2,2,1,2.0,0.0,0.0,1.0
NCO1 Lithium 5-1 23,NCO1 Lithium 5-1 23 pt32.jpg,eggs5countNCO1 Lithium 5-1 23 pt32.jpg,eggs5countNCO1 Lithium 5-1 23 pt32.jpg,5,5,6,5.0,0.0,0.0,1.0
NCO1 Lithium 5-1 24,NCO1 Lithium 5-1 24 pt49.jpg,eggs5countNCO1 Lithium 5-1 24 pt49.jpg,eggs4countNCO1 Lithium 5-1 24 pt49.jpg,5,4,15,4.5,0.5,0.5,10.5
